Nb_of_items,item,cahs_price,make,model,Nbr_of_prod_purchas
6668,1,16,399.0,8,329,1
6669,2,17,929.0,8,49,1
6670,2,57,985.0,109,926,1
6671,1,57,1192.0,109,929,1
6672,1,16,798.0,8,279,2
6673,1,17,749.0,8,63,1
6674,1,17,1899.0,8,79,1
6675,4,17,1763.0,8,79,1
6676,1,16,329.0,8,331,1
6677,2,17,999.0,8,71,1
6678,1,17,1187.0,8,51,1
6679,2,56,1299.0,109,1063,1
6680,1,57,1499.0,109,932,1
6681,3,17,1299.0,8,75,1
6682,1,17,1099.0,8,73,1
6683,1,42,1019.0,146,1323,1
6684,2,17,2425.0,8,81,1
6685,2,16,369.0,8,278,1
6686,1,33,1099.0,80,696,1
6687,2,17,1099.0,8,73,1
6688,1,17,2099.0,8,10,1
6689,1,16,409.0,8,303,1
6690,2,17,887.0,8,50,1
6691,3,17,1187.0,8,51,1
6692,1,16,409.0,8,303,1
6693,2,13,1100.0,73,630,1
6694,1,17,1249.0,8,76,1
6695,2,16,369.0,8,324,1
6696,1,42,2049.0,141,1117,1
6697,1,17,569.0,8,82,1
6698,1,17,929.0,8,50,1
6699,1,16,409.0,8,303,1
6700,1,57,1699.0,109,937,1
6701,1,57,1399.0,109,935,1
6702,2,17,499.0,8,33,1
6703,3,17,2470.0,8,4,1
6704,1,57,549.0,109,899,1
6705,1,17,1649.0,8,8,1
6706,2,17,979.0,8,49,1
6707,1,17,949.0,8,50,1
6708,1,16,399.0,8,329,1
6709,1,57,2799.0,153,2275,1
6710,3,12,699.0,146,1972,1
6711,2,15,349.0,8,293,1
6712,5,54,774.0,8,190,1
6713,3,54,769.0,153,2223,1
6714,3,17,1149.0,8,76,1
6715,1,57,1199.0,109,929,1
6716,1,17,899.0,8,50,1
6717,1,16,328.0,8,323,1
6718,1,17,318.0,8,21,1
6719,1,17,749.0,8,69,1
6720,1,17,749.0,8,69,1
6721,1,17,889.0,8,50,1
6722,1,16,294.0,153,2248,1
6723,1,57,1699.0,109,937,1
6724,2,17,1099.0,8,73,1
6725,2,17,1649.0,8,59,1
6726,1,17,599.0,196,2837,1
6727,1,17,1117.0,8,50,1
6728,2,56,1299.0,109,1063,1
6729,2,17,1187.0,8,54,1
6730,1,16,369.0,8,324,1
6731,1,57,1192.0,109,929,1
6732,2,57,1799.0,109,937,1
6733,1,55,674.0,8,207,1
6734,2,17,550.0,8,33,1
6735,2,57,999.0,109,905,1
6736,1,17,889.0,8,50,1
6737,1,17,999.0,8,71,1
6738,1,17,689.0,8,33,1
6739,1,17,579.0,8,33,1
6740,1,17,889.0,8,50,1
6741,1,57,2599.0,140,1115,1
6742,1,17,429.0,8,19,1
6743,1,42,2299.0,146,1323,1
6744,1,17,1534.0,8,59,1
6745,2,57,1099.0,109,931,1
6746,1,16,369.0,8,326,1
6747,1,17,1080.0,8,73,1
6748,3,46,499.0,99,1166,1
6749,2,17,937.0,8,49,1
6750,9,19,216.0,105,891,1
6751,1,46,1319.0,146,1528,1
6752,1,54,449.0,8,246,1
6753,1,57,1499.0,109,935,1
6754,1,17,1289.0,44,496,1
6755,3,17,749.0,8,63,1
6756,2,17,938.0,8,49,1
6757,1,54,1199.0,8,236,1
6758,2,16,369.0,8,324,1
6759,1,17,1249.0,8,57,1
6760,1,16,369.0,8,322,1
6761,2,17,949.0,8,50,1
6762,1,57,1249.0,109,934,1
6763,1,16,399.0,8,279,1
6764,3,16,479.0,8,276,1
6765,2,57,1099.0,109,905,1
6766,2,57,2299.0,109,937,1
6767,4,17,999.0,8,71,1
6768,1,17,1735.0,8,79,1
6769,1,17,1117.0,8,50,1
6770,2,17,1149.0,8,54,1
6771,2,16,379.0,8,297,1
6772,1,17,2599.0,8,81,1
6773,2,57,1379.0,109,935,1
6774,1,17,1899.0,8,79,1
6775,1,17,849.0,8,48,1
6776,2,17,1099.0,8,73,1
6777,1,16,249.0,153,2243,1
6778,2,17,899.0,8,50,1
6779,1,12,899.0,193,2778,1
6780,1,17,1187.0,8,54,1
6781,2,17,849.0,8,65,1
6782,1,16,379.0,8,295,1
6783,2,17,1187.0,8,54,1
6784,1,17,1769.0,8,79,1
6785,1,57,1499.0,140,1109,1
6786,1,17,949.0,8,50,1
6787,2,17,569.0,8,82,1
6788,1,17,479.0,8,61,1
6789,2,16,369.0,8,278,1
6790,1,17,949.0,8,50,1
6791,2,55,624.0,8,207,1
6792,3,17,719.0,8,82,1
6793,1,17,3899.0,8,12,1
6794,1,42,1649.0,146,1386,1
6795,1,57,1599.0,109,932,1
6796,2,57,3999.0,153,2300,1
6797,1,17,889.0,8,50,1
6798,2,17,893.0,8,50,1
6799,1,17,899.0,8,50,1
6800,2,31,899.0,174,2600,1
6801,4,12,1299.0,146,1476,1
6802,1,54,999.0,8,225,1
6803,3,17,749.0,8,63,1
6804,1,57,1678.0,109,937,1
6805,1,57,1799.0,165,2409,1
6806,1,57,2299.0,153,2274,1
6807,1,42,1099.0,172,2095,1
6808,2,17,1052.0,8,73,1
6809,1,16,479.0,8,274,1
6810,2,55,399.0,8,244,1
6811,1,16,369.0,8,277,1
6812,1,17,889.0,8,50,1
6813,2,57,2999.0,165,2410,1
6814,3,41,1679.0,78,1166,1
6815,1,17,1379.0,8,54,1
6816,1,17,689.0,8,34,1
6817,1,17,1149.0,8,54,1
6818,1,17,999.0,8,71,1
6819,1,57,1199.0,109,929,1
6820,2,17,1146.0,8,49,1
6821,1,17,899.0,8,50,1
6822,2,17,898.0,8,50,1
6823,2,16,399.0,8,279,1
6824,1,57,1799.0,109,937,1
6825,1,17,889.0,8,50,1
6826,3,17,2129.0,8,4,1
6827,1,16,379.0,8,295,1
6828,1,17,889.0,8,50,1
6829,1,17,2399.0,8,79,1
6830,1,16,379.0,8,272,1
6831,2,16,349.0,8,324,1
6832,2,55,1399.0,8,236,1
6833,2,16,399.0,8,329,1
6834,3,57,449.0,165,2386,1
6835,2,17,1117.0,8,50,1
6836,2,57,2699.0,165,2407,1
6837,1,16,369.0,8,326,1
6838,1,17,838.0,8,48,1
6839,2,16,379.0,8,329,1
6840,1,17,949.0,8,50,1
6841,1,16,369.0,8,326,1
6842,1,17,949.0,8,50,1
6843,2,17,949.0,8,50,1
6844,2,57,2699.0,153,2291,1
6845,3,41,1149.0,146,1166,1
6846,1,54,649.0,8,201,1
6847,1,17,749.0,8,63,1
6848,1,17,959.0,8,71,1
6849,2,57,1199.0,109,929,1
6850,2,16,399.0,8,329,1
6851,5,16,409.0,8,303,1
6852,1,17,689.0,8,33,1
6853,2,17,949.0,8,49,1
6854,2,17,1549.0,8,53,1
6855,1,16,364.0,8,322,1
6856,1,17,1187.0,8,54,1
6857,2,17,1350.0,8,59,1
6858,1,17,949.0,8,50,1
6859,1,17,999.0,8,71,1
6860,1,16,384.0,8,328,1
6861,1,17,1379.0,8,54,1
6862,1,42,2479.0,146,1543,1
6863,2,46,799.0,146,1166,1
6864,1,17,893.0,8,50,1
6865,2,16,369.0,8,324,1
6866,1,16,369.0,8,324,1
6867,2,17,1549.0,8,68,1
6868,3,41,1500.0,146,1166,1
6869,1,42,1398.0,146,540,2
6870,2,16,499.0,8,340,1
6871,1,57,1999.0,109,937,1
6872,4,17,2149.0,8,76,1
6873,1,17,849.0,8,48,1
6874,2,46,1299.0,146,1337,1
6875,2,16,369.0,8,322,1
6876,1,15,669.0,8,293,1
6877,1,57,1099.0,109,929,1
6878,2,15,379.0,8,293,1
6879,1,57,2299.0,165,2414,1
6880,1,16,698.0,8,270,2
6881,1,17,1149.0,8,76,1
6882,2,16,469.0,8,281,1
6883,1,16,329.0,8,331,1
6884,2,17,550.0,8,34,1
6885,1,17,2399.0,8,79,1
6886,2,17,2425.0,8,81,1
6887,1,54,774.0,8,194,1
6888,3,17,2399.0,8,79,1
6889,2,16,369.0,8,326,1
6890,2,17,1099.0,8,73,1
6891,2,42,1999.0,172,2098,1
6892,1,17,2099.0,8,8,1
6893,1,17,898.0,8,50,1
6894,1,17,1168.0,8,54,1
6895,1,35,549.0,51,529,1
6896,1,17,749.0,8,63,1
6897,2,55,774.0,8,188,1
6898,1,57,949.0,109,927,1
6899,2,17,1649.0,8,72,1
6900,1,17,2399.0,8,79,1
6901,1,55,674.0,8,207,1
6902,2,57,3099.0,109,942,1
6903,2,17,749.0,8,63,1
6904,1,16,409.0,8,299,1
6905,1,17,2425.0,8,81,1
6906,2,55,774.0,8,207,1
6907,1,17,479.0,8,61,1
6908,1,16,399.0,8,329,1
6909,1,17,949.0,8,50,1
6910,1,16,479.0,8,311,1
6911,2,17,949.0,8,50,1
6912,4,16,399.0,8,329,1
6913,2,35,549.0,51,529,1
6914,2,57,1099.0,109,924,1
6915,1,17,899.0,8,50,1
6916,2,17,1299.0,8,75,1
6917,2,17,889.0,8,50,1
6918,1,57,3299.0,165,2401,1
6919,1,17,2599.0,8,81,1
6920,1,17,749.0,8,63,1
6921,4,17,2599.0,8,81,1
6922,1,17,949.0,8,50,1
6923,1,17,999.0,8,68,1
6924,1,5,799.0,132,1046,1
6925,1,17,1159.0,8,54,1
6926,1,17,949.0,8,50,1
6927,2,17,889.0,8,50,1
6928,2,17,749.0,44,492,1
6929,2,17,959.0,8,71,1
6930,2,17,2599.0,8,81,1
6931,4,4,1280.0,158,1166,1
6932,2,17,949.0,8,50,1
6933,1,57,1179.0,165,2406,1
6934,1,16,399.0,8,329,1
6935,1,17,749.0,8,63,1
6936,2,12,699.0,146,1166,1
6937,1,17,1249.0,8,76,1
6938,1,17,312.0,8,60,1
6939,2,17,899.0,8,50,1
6940,2,17,2399.0,8,81,1
6941,2,42,729.0,172,2110,1
6942,2,17,898.0,8,50,1
6943,1,17,949.0,8,50,1
6944,3,12,1439.0,146,1759,1
6945,1,57,899.0,153,2257,1
6946,2,15,388.0,8,293,1
6947,2,17,2399.0,8,81,1
6948,1,17,1649.0,196,2837,1
6949,1,17,749.0,8,69,1
6950,2,57,1599.0,109,937,1
6951,2,46,999.0,146,1929,1
6952,1,17,2399.0,8,81,1
6953,2,55,774.0,8,188,1
6954,1,17,1649.0,8,59,1
6955,1,17,949.0,8,50,1
6956,3,17,2425.0,8,81,1
6957,1,54,849.0,153,2224,1
6958,1,17,1149.0,8,59,1
6959,2,15,379.0,8,293,1
6960,2,17,569.0,8,82,1
6961,4,56,1498.0,109,1068,1
6962,2,15,388.0,8,293,1
6963,1,16,399.0,8,330,1
6964,2,41,1599.0,193,1166,1
6965,3,42,1198.0,146,1203,2
6966,2,17,1735.0,8,79,1
6967,2,57,1799.0,153,2284,1
6968,3,17,1649.0,8,59,1
6969,1,17,999.0,8,71,1
6970,1,17,1249.0,8,76,1
6971,1,17,1187.0,8,54,1
6972,1,35,483.0,51,529,1
6973,3,17,499.0,8,33,1
6974,1,16,409.0,8,300,1
6975,1,16,409.0,8,300,1
6976,1,42,1749.0,146,1231,1
6977,1,17,929.0,8,49,1
6978,2,42,799.0,146,1192,1
6979,1,15,669.0,8,293,1
6980,1,17,1187.0,8,54,1
6981,1,57,2999.0,165,2410,1
6982,2,17,1099.0,8,6,1
6983,1,42,1999.0,146,1513,1
6984,1,17,889.0,8,50,1
6985,1,17,949.0,8,50,1
6986,1,17,1559.0,8,53,1
6987,1,16,399.0,8,279,1
6988,1,17,1379.0,8,54,1
6989,1,17,949.0,8,50,1
6990,3,57,1899.0,109,937,1
6991,3,57,1139.0,109,929,1
6992,2,17,479.0,8,61,1
6993,1,17,1187.0,8,54,1
6994,2,55,399.0,8,244,1
6995,1,17,2599.0,8,81,1
6996,2,17,887.0,8,50,1
6997,2,17,1649.0,8,59,1
6998,1,17,2255.0,8,79,1
6999,1,17,898.0,8,50,1
7000,1,16,369.0,8,322,1
7001,1,17,556.0,8,33,1
7002,1,17,556.0,8,33,1
7003,1,17,1117.0,8,50,1
7004,1,12,1099.0,100,874,1
7005,1,17,929.0,8,49,1
7006,2,54,649.0,153,2223,1
7007,2,17,1152.0,8,51,1
7008,2,17,1735.0,8,79,1
7009,1,57,1099.0,109,924,1
7010,1,16,389.0,8,327,1
7011,1,57,1389.0,153,2268,1
7012,1,17,549.0,8,33,1
7013,1,17,569.0,8,82,1
7014,2,17,949.0,8,50,1
7015,1,17,749.0,8,63,1
7016,2,17,649.0,8,33,1
7017,3,4,634.0,13,1166,1
7018,1,17,1099.0,8,6,1
7019,1,16,479.0,8,309,1
7020,1,54,1699.0,153,2253,1
7021,1,16,369.0,8,324,1
7022,1,57,779.0,109,926,1
7023,2,17,2470.0,8,3,1
7024,2,17,1117.0,196,2837,1
7025,2,17,889.0,8,50,1
7026,2,57,1099.0,109,929,1
7027,1,17,1187.0,8,54,1
7028,1,17,1117.0,8,50,1
7029,2,15,409.0,8,293,1
7030,4,17,1149.0,8,76,1
7031,1,16,369.0,8,324,1
7032,2,17,938.0,8,49,1
7033,3,57,1499.0,153,2276,1
7034,2,42,995.0,173,2551,1
7035,2,41,1359.0,78,1166,1
7036,1,57,1099.0,109,924,1
7037,1,17,949.0,8,50,1
7038,4,17,849.0,8,65,1
7039,1,57,1199.0,109,929,1
7040,2,16,389.0,8,299,1
7041,2,17,1799.0,8,9,1
7042,3,17,2399.0,8,79,1
7043,2,17,814.0,8,34,1
7044,2,17,2425.0,8,81,1
7045,2,17,1449.0,8,59,1
7046,2,17,1379.0,8,54,1
7047,3,57,1699.0,109,937,1
7048,2,57,1699.0,165,2406,1
7049,1,17,1549.0,8,53,1
7050,1,57,1500.0,109,912,1
7051,1,57,1999.0,109,932,1
7052,1,16,469.0,8,336,1
7053,2,55,674.0,8,207,1
7054,2,16,409.0,8,303,1
7055,1,17,749.0,8,63,1
7056,2,17,1449.0,8,76,1
7057,2,16,409.0,8,303,1
7058,2,57,1199.0,109,929,1
7059,1,54,499.0,8,258,1
7060,1,15,409.0,8,293,1
7061,1,17,929.0,8,49,1
7062,1,17,887.0,8,50,1
7063,2,17,554.0,8,33,1
7064,2,16,369.0,8,326,1
7065,2,17,893.0,8,50,1
7066,5,12,999.0,146,1760,1
7067,3,42,1849.0,146,1225,1
7068,4,12,499.0,146,2047,1
7069,2,17,569.0,8,82,1
7070,1,17,887.0,8,50,1
7071,4,17,689.0,8,33,1
7072,1,57,949.0,109,931,1
7073,2,17,898.0,8,50,1
7074,1,17,1099.0,8,73,1
7075,1,42,1439.0,146,1544,1
7076,2,17,749.0,8,63,1
7077,2,16,399.0,8,327,1
7078,1,17,1799.0,8,79,1
7079,1,17,889.0,8,50,1
7080,1,57,779.0,109,926,1
7081,1,56,1195.0,109,1066,1
7082,1,17,539.0,8,34,1
7083,3,17,949.0,8,50,1
7084,2,17,999.0,8,71,1
7085,1,17,1148.0,8,50,1
7086,2,42,999.0,146,1624,1
7087,2,17,749.0,8,63,1
7088,1,16,409.0,8,303,1
7089,2,42,899.0,146,1301,1
7090,1,17,2399.0,8,81,1
7091,3,17,2235.0,8,81,1
7092,2,17,889.0,8,50,1
7093,1,16,499.0,8,344,1
7094,2,41,2398.0,176,1166,2
7095,2,17,1358.0,8,54,1
7096,2,17,1146.0,8,49,1
7097,3,17,1799.0,8,76,1
7098,1,16,349.0,196,2837,1
7099,2,15,379.0,8,268,1
7100,2,17,1117.0,8,50,1
7101,2,16,649.0,8,346,1
7102,1,16,399.0,8,329,1
7103,1,16,369.0,8,322,1
7104,2,17,719.0,8,63,1
7105,1,17,2399.0,8,3,1
7106,2,17,2599.0,8,81,1
7107,1,42,1049.0,146,1428,1
7108,2,17,1899.0,8,79,1
7109,2,17,889.0,8,50,1
7110,1,17,949.0,8,50,1
7111,1,17,1899.0,8,79,1
7112,1,57,2499.0,153,2274,1
7113,2,17,825.0,8,65,1
7114,2,57,2499.0,153,2295,1
7115,2,16,379.0,8,272,1
7116,2,55,674.0,8,172,1
7117,1,57,1399.0,109,929,1
7118,2,17,1559.0,8,53,1
7119,2,17,1117.0,8,50,1
7120,1,16,329.0,8,292,1
7121,1,42,1149.0,146,1204,1
7122,1,42,2699.0,146,1257,1
7123,1,17,1379.0,8,54,1
7124,1,17,699.0,8,63,1
7125,1,16,409.0,8,303,1
7126,1,17,1649.0,8,59,1
7127,2,57,2299.0,153,2294,1
7128,1,17,2599.0,8,81,1
7129,2,57,1699.0,109,937,1
7130,1,17,899.0,8,50,1
7131,1,12,1850.0,146,1787,1
7132,2,17,949.0,8,49,1
7133,1,16,369.0,8,324,1
7134,1,16,369.0,8,326,1
7135,2,17,2599.0,8,81,1
7136,3,12,699.0,61,573,1
7137,1,17,898.0,8,50,1
7138,1,17,887.0,8,50,1
7139,1,57,1199.0,109,929,1
7140,2,12,699.0,146,1166,1
7141,2,55,1099.0,153,2228,1
7142,1,16,369.0,8,324,1
7143,1,17,1117.0,8,50,1
7144,4,17,959.0,8,71,1
7145,1,57,3099.0,109,942,1
7146,1,16,399.0,8,331,1
7147,2,42,862.0,146,1222,1
7148,2,57,1499.0,109,932,1
7149,1,16,699.0,8,318,1
7150,2,57,1099.0,153,2301,1
7151,2,17,899.0,8,50,1
7152,1,17,1149.0,8,54,1
7153,4,17,999.0,8,71,1
7154,1,17,3299.0,8,80,1
7155,4,17,999.0,8,71,1
7156,3,17,1099.0,8,73,1
7157,2,55,599.0,8,173,1
7158,1,15,479.0,8,293,1
7159,2,15,379.0,8,293,1
7160,2,56,2999.0,109,1072,1
7161,1,16,369.0,8,326,1
7162,1,17,1187.0,8,51,1
7163,3,17,1099.0,8,73,1
7164,2,17,893.0,8,50,1
7165,1,17,1649.0,8,59,1
7166,1,55,999.0,8,223,1
7167,1,17,898.0,8,50,1
7168,1,17,949.0,8,50,1
7169,1,17,556.0,8,33,1
7170,1,17,1169.0,8,54,1
7171,2,17,999.0,8,77,1
7172,1,17,887.0,8,50,1
7173,1,42,1036.0,146,1321,4
7174,2,55,674.0,8,207,1
7175,1,57,2999.0,165,2416,1
7176,2,54,999.0,8,225,1
7177,2,57,869.0,109,924,1
7178,1,57,999.0,109,924,1
7179,2,41,749.0,146,1166,1
7180,1,17,1379.0,8,54,1
7181,1,56,2699.0,165,2833,1
7182,2,17,929.0,8,49,1
7183,1,55,1099.0,8,236,1
7184,2,57,1299.0,109,929,1
7185,1,17,1899.0,8,79,1
7186,1,17,1187.0,8,54,1
7187,4,17,728.0,8,40,1
7188,2,17,1149.0,8,76,1
7189,1,17,889.0,8,50,1
7190,2,17,1187.0,8,54,1
7191,1,17,1148.0,8,50,1
7192,1,16,399.0,8,329,1
7193,1,16,369.0,8,323,1
7194,2,55,774.0,8,188,1
7195,11,16,449.0,8,339,1
7196,2,17,1146.0,8,49,1
7197,3,17,1798.0,8,55,1
7198,1,57,1499.0,153,2285,1
7199,1,17,1299.0,8,75,1
7200,1,46,1020.0,15,364,1
7201,2,17,1149.0,8,54,1
7202,1,16,399.0,8,329,1
7203,1,17,899.0,8,50,1
7204,2,17,1187.0,8,54,1
7205,1,17,749.0,8,63,1
7206,1,17,898.0,8,50,1
7207,1,17,929.0,8,50,1
7208,1,57,899.0,153,2301,1
7209,2,17,499.0,8,33,1
7210,2,17,1249.0,153,2214,1
7211,1,17,1379.0,8,54,1
7212,1,17,1649.0,8,59,1
7213,2,16,499.0,8,344,1
7214,2,55,674.0,8,172,1
7215,1,17,1187.0,8,54,1
7216,3,15,379.0,8,293,1
7217,2,17,1449.0,8,59,1
7218,1,17,1799.0,8,79,1
7219,2,16,399.0,8,279,1
7220,1,17,1117.0,8,50,1
7221,2,17,938.0,8,49,1
7222,1,17,1379.0,8,54,1
7223,2,17,1299.0,8,75,1
7224,1,17,449.0,153,2231,1
7225,2,17,1187.0,8,54,1
7226,1,17,1855.0,8,79,1
7227,1,17,898.0,8,50,1
7228,2,57,999.0,109,924,1
7229,3,17,1763.0,8,79,1
7230,1,57,1699.0,109,937,1
7231,2,17,999.0,8,71,1
7232,4,17,749.0,8,63,1
7233,2,17,2599.0,8,81,1
7234,2,17,1299.0,8,75,1
7235,1,55,599.0,153,2220,1
7236,1,17,549.0,8,33,1
7237,1,5,1100.0,132,1053,1
7238,1,17,1649.0,8,9,1
7239,4,17,2479.0,120,1008,1
7240,2,17,569.0,8,82,1
7241,2,15,379.0,8,293,1
7242,2,12,549.0,146,1616,1
7243,2,15,358.0,8,293,1
7244,1,17,1187.0,8,54,1
7245,5,9,449.0,146,1665,1
7246,3,17,849.0,8,48,1
7247,1,17,893.0,8,50,1
7248,1,57,879.0,109,926,1
7249,1,17,899.0,196,2837,1
7250,3,17,929.0,8,50,1
7251,3,17,1649.0,8,59,1
7252,1,17,899.0,8,50,1
7253,2,17,1152.0,8,51,1
7254,3,41,898.0,146,1166,2
7255,2,46,900.0,146,1341,3
7256,2,17,893.0,8,50,1
7257,1,17,949.0,8,50,1
7258,2,56,1198.0,109,1066,1
7259,4,17,1769.0,8,79,1
7260,3,57,1699.0,109,937,1
7261,2,17,1379.0,8,51,1
7262,1,17,1117.0,8,50,1
7263,3,12,879.0,85,738,1
7264,3,41,1799.0,146,1166,1
7265,1,54,774.0,8,194,1
7266,1,16,369.0,8,326,1
7267,1,57,1179.0,109,929,1
7268,2,17,1999.0,8,9,1
7269,2,16,499.0,8,344,1
7270,1,17,887.0,8,50,1
7271,1,16,369.0,8,324,1
7272,2,17,1379.0,8,54,1
7273,2,17,2799.0,8,4,1
7274,2,17,2470.0,196,2837,1
7275,5,42,1359.0,78,668,1
7276,8,4,325.0,158,1166,1
7277,1,57,999.0,153,2309,1
7278,1,17,949.0,8,50,1
7279,1,17,949.0,8,50,1
7280,2,17,893.0,8,50,1
7281,1,57,899.0,109,934,1
7282,1,16,599.0,8,333,1
7283,2,17,929.0,8,49,1
7284,2,57,1299.0,109,924,1
7285,2,17,1649.0,8,59,1
7286,2,17,1080.0,8,73,1
7287,1,57,779.0,109,926,1
7288,1,17,2399.0,8,81,1
7289,2,17,889.0,8,50,1
7290,2,17,889.0,8,50,1
7291,1,57,727.0,109,922,1
7292,2,17,898.0,8,50,1
7293,1,17,549.0,8,33,1
7294,1,17,1168.0,8,54,1
7295,1,17,1358.0,8,54,1
7296,2,55,1099.0,153,2228,1
7297,1,17,899.0,8,50,1
7298,1,17,889.0,8,50,1
7299,2,17,2399.0,8,79,1
7300,1,17,1187.0,8,54,1
7301,1,17,887.0,8,50,1
7302,1,17,889.0,8,50,1
7303,1,16,649.0,8,341,1
7304,1,17,2425.0,8,81,1
7305,3,17,1899.0,8,79,1
7306,2,57,2199.0,109,939,1
7307,2,57,1299.0,140,1106,1
7308,1,17,949.0,8,50,1
7309,1,17,959.0,8,71,1
7310,4,16,649.0,8,333,1
7311,1,42,1810.0,188,2717,1
7312,3,15,349.0,8,293,1
7313,1,17,899.0,196,2837,1
7314,1,16,399.0,8,331,1
7315,2,55,1099.0,8,236,1
7316,2,17,1763.0,8,79,1
7317,2,42,1295.0,173,2562,1
7318,2,17,1149.0,8,49,1
7319,1,17,1763.0,8,79,1
7320,1,42,1499.0,172,2527,1
7321,2,17,1117.0,8,50,1
7322,3,17,1649.0,196,2837,1
7323,1,17,689.0,8,33,1
7324,4,42,1196.0,193,2756,4
7325,1,16,649.0,8,341,1
7326,1,17,3998.0,8,9,2
7327,2,17,2599.0,8,81,1
7328,2,17,1379.0,8,54,1
7329,2,17,1299.0,8,75,1
7330,1,57,1179.0,109,929,1
7331,1,57,1189.0,165,2404,1
7332,1,57,1192.0,109,929,1
7333,3,17,999.0,8,71,1
7334,2,56,1498.0,109,1068,1
7335,2,17,898.0,8,50,1
7336,2,42,1499.0,146,1250,1
7337,2,15,379.0,8,293,1
7338,1,16,399.0,8,329,1
7339,1,17,949.0,8,50,1
7340,1,17,1099.0,196,2837,1
7341,2,17,999.0,8,71,1
7342,3,17,499.0,8,33,1
7343,1,17,949.0,8,50,1
7344,1,17,429.0,8,17,1
7345,1,17,889.0,8,50,1
7346,1,15,669.0,8,293,1
7347,2,55,599.0,8,173,1
7348,1,54,774.0,8,194,1
7349,2,17,1149.0,8,54,1
7350,4,57,1099.0,109,931,1
7351,2,15,379.0,8,268,1
7352,4,17,749.0,8,63,1
7353,1,15,379.0,8,293,1
7354,1,17,949.0,8,50,1
7355,1,57,1299.0,109,929,1
7356,2,17,938.0,8,49,1
7357,2,17,1379.0,8,54,1
7358,3,17,1187.0,8,54,1
7359,1,17,889.0,8,50,1
7360,2,17,887.0,8,50,1
7361,2,57,1749.0,165,2409,1
7362,1,37,1899.0,165,2385,1
7363,1,17,1649.0,8,59,1
7364,4,17,1099.0,8,73,1
7365,1,57,899.0,153,2301,1
7366,1,17,893.0,8,50,1
7367,1,17,898.0,8,50,1
7368,2,16,399.0,8,329,1
7369,1,17,569.0,8,82,1
7370,1,15,379.0,8,293,1
7371,1,42,4199.0,146,2146,1
7372,5,23,849.0,25,989,1
7373,1,17,2129.0,8,2,1
7374,2,12,1199.0,146,1759,1
7375,1,17,699.0,8,63,1
7376,2,16,369.0,8,324,1
7377,1,17,1150.0,8,59,1
7378,1,57,3099.0,109,942,1
7379,1,17,889.0,8,50,1
7380,1,17,949.0,8,50,1
7381,2,17,999.0,153,2234,1
7382,2,17,1299.0,8,77,1
7383,1,17,1100.0,8,50,1
7384,1,57,1099.0,109,924,1
7385,2,16,389.0,8,299,1
7386,1,17,689.0,8,33,1
7387,2,17,899.0,8,50,1
7388,1,17,569.0,8,82,1
7389,2,17,1099.0,8,73,1
7390,3,17,1798.0,8,55,1
7391,2,17,893.0,8,50,1
7392,1,17,569.0,8,82,1
7393,1,16,369.0,8,326,1
7394,1,17,949.0,8,50,1
7395,2,15,379.0,8,293,1
7396,4,17,1199.0,8,50,1
7397,3,17,999.0,8,71,1
7398,2,15,449.0,8,293,1
7399,1,17,889.0,8,50,1
7400,2,57,2699.0,153,2289,1
7401,2,17,1187.0,8,51,1
7402,1,17,499.0,8,33,1
7403,2,54,1099.0,8,231,1
7404,2,17,949.0,8,50,1
7405,3,5,1256.0,26,405,1
7406,1,16,369.0,8,326,1
7407,2,16,499.0,8,344,1
7408,1,17,889.0,8,50,1
7409,2,16,449.0,8,339,1
7410,1,57,1199.0,165,2411,1
7411,1,17,887.0,8,50,1
7412,1,55,599.0,8,173,1
7413,3,17,749.0,8,63,1
7414,2,17,1052.0,8,73,1
7415,1,57,779.0,109,926,1
7416,1,16,399.0,8,331,1
7417,1,17,889.0,8,50,1
7418,2,57,899.0,109,922,1
7419,1,15,349.0,8,293,1
7420,2,57,1199.0,165,2408,1
7421,2,17,529.0,8,34,1
7422,1,57,2299.0,153,2274,1
7423,2,57,899.0,109,922,1
7424,3,12,1075.0,146,1633,1
7425,2,17,1349.0,8,51,1
7426,4,41,549.0,146,1166,1
7427,2,17,719.0,8,63,1
7428,1,17,887.0,8,50,1
7429,2,17,879.0,153,2232,1
7430,2,16,499.0,8,340,1
7431,1,17,1120.0,8,50,1
7432,2,15,358.0,8,293,1
7433,2,17,2470.0,8,4,1
7434,3,17,1099.0,8,73,1
7435,2,57,3099.0,109,942,1
7436,1,57,1399.0,109,921,1
7437,3,17,1363.0,8,59,1
7438,3,17,999.0,8,71,1
7439,3,57,1599.0,109,937,1
7440,2,57,1399.0,109,929,1
7441,1,17,889.0,8,50,1
7442,1,16,399.0,8,279,1
7443,1,17,1855.0,8,79,1
7444,1,17,1649.0,8,59,1
7445,1,12,1799.0,146,1761,1
7446,2,17,1052.0,8,73,1
7447,1,54,1199.0,8,238,1
7448,1,17,1559.0,8,53,1
7449,1,16,369.0,8,324,1
7450,1,12,1598.0,146,2070,2
7451,3,42,2999.0,193,2747,1
7452,1,42,1496.0,173,2592,1
7453,2,57,2199.0,165,2409,1
7454,3,16,379.0,8,295,1
7455,2,16,379.0,8,297,1
7456,1,17,949.0,8,50,1
7457,1,17,1187.0,8,54,1
7458,2,15,379.0,8,293,1
7459,1,17,1148.0,8,50,1
